,Temp2m,RH,windspeed,windquad,UHIp2m,UTFVI2m,windquad_cat,NDVI
838,21.425439453125023,0.4674261309252273,9.837730849271033,2,forte,0.0121394997951942,Segundo,0.23343079
869,23.57393798828128,0.4526966574566871,9.585376160367012,2,forte,0.01289241341678,Segundo,0.22317842
870,23.481591796875023,0.4534201622236328,9.665713563064195,2,forte,0.011742761226533,Segundo,0.22317842
872,31.10836181640628,0.4768628347215112,10.812929002545522,6,forte,0.0129433715449619,Sexto,0.29100946
899,22.274316406250023,0.4856421630860834,8.054244620013387,2,forte,0.0113529492116604,Segundo,0.24321657
900,21.88448486328128,0.4859484765013172,7.460523955867554,2,forte,0.013963029493797,Segundo,0.24321657
901,21.581933593750023,0.4862801622232771,6.418300564619949,2,muito_forte,0.0155173330438565,Segundo,0.24321657
906,27.89302978515628,0.5022954455109319,5.278413609718141,2,forte,0.0100788135952413,Segundo,0.25246063
946,26.601739501953148,0.5147514617835599,17.495347220263877,5,muito_forte,0.018592120870838,Quinto,0.26945812
949,27.155175781250023,0.5021024061396048,8.350142687098431,7,forte,0.0102007816008249,Sétimo,0.2933269
961,19.685723876953148,0.4694897415427713,9.257201107201901,1,muito_forte,0.0186763798397386,Primeiro,0.2810248
962,19.950219726562523,0.4719961737107437,8.258584349883758,1,muito_forte,0.0179255418832505,Primeiro,0.2810248
978,19.905114746093773,0.4803591498482399,8.602925377905157,2,forte,0.0129217227501736,Segundo,0.2810248
979,19.7497497558594,0.4772516197733898,9.102819237272342,2,forte,0.0139883986384586,Segundo,0.2810248
980,19.737634277343773,0.4723994325768467,9.358156906901431,2,muito_forte,0.0165640120856025,Segundo,0.2810248
986,25.510522460937523,0.4560339655151169,6.3646682567248645,3,forte,0.0111415150555974,Terceiro,0.28483552
987,24.279656982421898,0.4629578666532624,7.234240297040279,3,forte,0.0122117545910596,Terceiro,0.28483552
993,30.549829101562523,0.4383518176986229,9.95292252585414,7,muito_forte,0.0162329387726867,Sétimo,0.28483552
1017,33.29641113281252,0.4659102431809506,10.198676242013024,7,forte,0.010581588118473,Sétimo,0.28041667
1018,33.22066650390627,0.4657044798486666,10.434223091299842,6,forte,0.0135494811814244,Sexto,0.28041667
1021,24.857995605468773,0.5253667395784729,13.93140737657304,5,forte,0.01154244381294,Quinto,0.2939182
1141,30.344323730468773,0.4535032080729448,13.631409377181,5,forte,0.0109640185032199,Quinto,0.27018544
1142,29.075219726562523,0.4707349954523808,15.661470617673698,5,forte,0.0118926398528661,Quinto,0.27018544
1224,19.444421386718773,0.49892280074357,8.025630390051312,1,forte,0.0134343717621635,Primeiro,0.25103733
1235,19.47261962890628,0.4993224087096714,7.829272197626473,1,forte,0.0129359693376235,Primeiro,0.25103733
1238,28.0744567871094,0.4535368269994334,6.050809851496326,3,forte,0.0100827866958875,Terceiro,0.27123287
1255,19.359796142578148,0.4962485499608435,8.294401586079623,1,forte,0.0112518092859144,Primeiro,0.25465837
1267,19.55123291015628,0.5001142778194676,7.150049084659669,1,forte,0.0118997606103221,Primeiro,0.25465837
1268,19.656915283203148,0.4990852869774101,7.510982760310314,1,forte,0.0116590103487329,Primeiro,0.25465837
1269,19.531518554687523,0.4981684896735014,7.7687769802905144,1,forte,0.0112447324400101,Primeiro,0.25465837
1270,19.399346923828148,0.4971415784814884,7.989980488233667,1,forte,0.0118142724370982,Primeiro,0.25465837
1282,27.674462890625023,0.519251961539696,6.160782399055541,3,forte,0.0122645590229447,Terceiro,0.46058276
1284,31.786431884765648,0.4662141668197457,5.920504001163302,6,forte,0.0108410294532229,Sexto,0.4425789
1288,13.084436035156273,0.481911237646505,6.581523433149438,5,forte,0.0110784392161097,Quinto,0.33519867
1293,14.189111328125025,0.4736832603530292,7.636224508950933,5,forte,0.0117019621514639,Quinto,0.33519867
1294,13.651055908203148,0.4768046823308549,7.059010934489491,5,forte,0.0141050138806893,Quinto,0.33519867
1306,16.332543945312523,0.490037081491625,4.4490567963825445,1,extremo,0.0234539537919357,Primeiro,0.34191382
1309,19.088281250000023,0.4777769286083775,5.104310509777501,3,forte,0.0100525279189692,Terceiro,0.34191382
1310,18.20821533203128,0.4828950380885353,5.3116107470304454,2,forte,0.0142154898340563,Segundo,0.34191382
1311,17.386743164062523,0.4873331194083257,5.54973662375593,2,muito_forte,0.0162397424836235,Segundo,0.34191382
1312,16.987084960937523,0.4892023126762892,5.2233241859850175,2,muito_forte,0.0192567626742836,Segundo,0.34191382
1313,16.658258056640648,0.4899906253740102,4.949556836267365,2,muito_forte,0.01938738962054,Segundo,0.34191382
1314,16.320153808593773,0.4907789642237001,4.876034000395795,1,muito_forte,0.0192037934216839,Primeiro,0.34191382
1322,24.011865234375023,0.4435868791321613,8.14600933625869,3,forte,0.0137130577118638,Terceiro,0.32998323
1323,22.773278808593773,0.4498195896304521,8.214332193650534,2,forte,0.0146878320857784,Segundo,0.32998323
1324,21.6643005371094,0.4560077972069434,8.165385171783972,2,forte,0.0123235142130484,Segundo,0.32998323
1331,30.215509033203148,0.499923872088619,3.69445874898674,3,forte,0.0107439088399313,Terceiro,0.4369693
1332,28.632836914062523,0.5121044291992927,10.0546813209388,2,muito_forte,0.0171837436204266,Segundo,0.4369693
1349,30.99141845703128,0.4854448767371456,4.7032692569831385,4,forte,0.0100642575082154,Quarto,0.417238
1502,30.301934814453148,0.4591440301079981,1.19901189682013,7,forte,0.0148866530928777,Sétimo,0.39921725
1503,29.66402587890628,0.4637365530029278,1.1939507639071099,8,muito_forte,0.0177792488817783,Oitavo,0.39921725
1504,29.380761718750023,0.4635311686090725,1.4786646085960569,4,muito_forte,0.0174109837663744,Quarto,0.39921725
1511,19.563775634765648,0.5063735948598597,5.741466787022958,5,muito_forte,0.017019191566644,Quinto,0.3986585
1512,19.277612304687523,0.5104468551697138,4.643258020950491,5,forte,0.0124387788216282,Quinto,0.3986585
1514,20.09200439453128,0.5062374212567763,6.9637216576939664,5,forte,0.010296252155311,Quinto,0.3986585
1515,20.10567626953128,0.5052155608851894,6.546888725550826,5,forte,0.0125974548136641,Quinto,0.3986585
1516,19.978906250000023,0.5046217055679713,6.291477190760334,5,muito_forte,0.015253905067652,Quinto,0.3986585
1539,27.674462890625023,0.519251961539696,6.160782399055541,3,forte,0.0122645590229447,Terceiro,0.39651415
1541,31.786431884765648,0.4662141668197457,5.920504001163302,6,forte,0.0108410294532229,Sexto,0.36596638
1545,13.084436035156273,0.481911237646505,6.581523433149438,5,forte,0.0110784392161097,Quinto,0.278402
1550,14.189111328125025,0.4736832603530292,7.636224508950933,5,forte,0.0117019621514639,Quinto,0.278402
1551,13.651055908203148,0.4768046823308549,7.059010934489491,5,forte,0.0141050138806893,Quinto,0.278402
1563,16.332543945312523,0.490037081491625,4.4490567963825445,1,extremo,0.0234539537919357,Primeiro,0.2866242
1566,19.088281250000023,0.4777769286083775,5.104310509777501,3,forte,0.0100525279189692,Terceiro,0.2866242
1567,18.20821533203128,0.4828950380885353,5.3116107470304454,2,forte,0.0142154898340563,Segundo,0.2866242
1568,17.386743164062523,0.4873331194083257,5.54973662375593,2,muito_forte,0.0162397424836235,Segundo,0.2866242
1569,16.987084960937523,0.4892023126762892,5.2233241859850175,2,muito_forte,0.0192567626742836,Segundo,0.2866242
1570,16.658258056640648,0.4899906253740102,4.949556836267365,2,muito_forte,0.01938738962054,Segundo,0.2866242
1571,16.320153808593773,0.4907789642237001,4.876034000395795,1,muito_forte,0.0192037934216839,Primeiro,0.2866242
1579,24.011865234375023,0.4435868791321613,8.14600933625869,3,forte,0.0137130577118638,Terceiro,0.28084785
1580,22.773278808593773,0.4498195896304521,8.214332193650534,2,forte,0.0146878320857784,Segundo,0.28084785
1581,21.6643005371094,0.4560077972069434,8.165385171783972,2,forte,0.0123235142130484,Segundo,0.28084785
1588,30.215509033203148,0.499923872088619,3.69445874898674,3,forte,0.0107439088399313,Terceiro,0.39946973
1589,28.632836914062523,0.5121044291992927,10.0546813209388,2,muito_forte,0.0171837436204266,Segundo,0.39946973
1621,27.068505859375023,0.5120210895353694,2.9622935524589926,1,forte,0.010232322531011,Primeiro,0.364509
1622,26.860375976562523,0.5125052634085207,2.5372628256532193,8,forte,0.0104198191461967,Oitavo,0.364509
1634,33.08919677734377,0.4706370822163898,8.885363635537393,8,forte,0.0117400711199082,Oitavo,0.36468852
1650,34.01137695312502,0.4484322666808015,15.50668974052728,8,forte,0.0105822421515134,Oitavo,0.36437547
1656,28.635522460937523,0.4964593051355432,13.255212796075746,1,muito_forte,0.0155247469158664,Primeiro,0.36437547
1665,27.184167480468773,0.5099820763901728,13.060472663126898,1,forte,0.0120938477802867,Primeiro,0.3645551
1841,30.301934814453148,0.4591440301079981,1.19901189682013,7,forte,0.0148866530928777,Sétimo,0.34402767
1842,29.66402587890628,0.4637365530029278,1.1939507639071099,8,muito_forte,0.0177792488817783,Oitavo,0.34402767
1843,29.380761718750023,0.4635311686090725,1.4786646085960569,4,muito_forte,0.0174109837663744,Quarto,0.34402767
1850,19.563775634765648,0.5063735948598597,5.741466787022958,5,muito_forte,0.017019191566644,Quinto,0.32368422
1851,19.277612304687523,0.5104468551697138,4.643258020950491,5,forte,0.0124387788216282,Quinto,0.32368422
1853,20.09200439453128,0.5062374212567763,6.9637216576939664,5,forte,0.010296252155311,Quinto,0.32368422
1854,20.10567626953128,0.5052155608851894,6.546888725550826,5,forte,0.0125974548136641,Quinto,0.32368422
1855,19.978906250000023,0.5046217055679713,6.291477190760334,5,muito_forte,0.015253905067652,Quinto,0.32368422
1878,27.674462890625023,0.519251961539696,6.160782399055541,3,forte,0.0122645590229447,Terceiro,0.27724358
1880,31.786431884765648,0.4662141668197457,5.920504001163302,6,forte,0.0108410294532229,Sexto,0.27560663
1884,13.084436035156273,0.481911237646505,6.581523433149438,5,forte,0.0110784392161097,Quinto,0.20620257
1889,14.189111328125025,0.4736832603530292,7.636224508950933,5,forte,0.0117019621514639,Quinto,0.20620257
1890,13.651055908203148,0.4768046823308549,7.059010934489491,5,forte,0.0141050138806893,Quinto,0.20620257
1913,16.332543945312523,0.490037081491625,4.4490567963825445,1,extremo,0.0234539537919357,Primeiro,0.21568628
1916,19.088281250000023,0.4777769286083775,5.104310509777501,3,forte,0.0100525279189692,Terceiro,0.21568628
1917,18.20821533203128,0.4828950380885353,5.3116107470304454,2,forte,0.0142154898340563,Segundo,0.21568628
1918,17.386743164062523,0.4873331194083257,5.54973662375593,2,muito_forte,0.0162397424836235,Segundo,0.21568628
1919,16.987084960937523,0.4892023126762892,5.2233241859850175,2,muito_forte,0.0192567626742836,Segundo,0.21568628
1920,16.658258056640648,0.4899906253740102,4.949556836267365,2,muito_forte,0.01938738962054,Segundo,0.21568628
1921,16.320153808593773,0.4907789642237001,4.876034000395795,1,muito_forte,0.0192037934216839,Primeiro,0.21568628
1933,24.011865234375023,0.4435868791321613,8.14600933625869,3,forte,0.0137130577118638,Terceiro,0.21780495
1934,22.773278808593773,0.4498195896304521,8.214332193650534,2,forte,0.0146878320857784,Segundo,0.21780495
1935,21.6643005371094,0.4560077972069434,8.165385171783972,2,forte,0.0123235142130484,Segundo,0.21780495
2079,19.563775634765648,0.5063735948598597,5.741466787022958,5,muito_forte,0.017019191566644,Quinto,0.24214163
2080,19.277612304687523,0.5104468551697138,4.643258020950491,5,forte,0.0124387788216282,Quinto,0.24214163
2082,20.09200439453128,0.5062374212567763,6.9637216576939664,5,forte,0.010296252155311,Quinto,0.24214163
2083,20.10567626953128,0.5052155608851894,6.546888725550826,5,forte,0.0125974548136641,Quinto,0.24214163
2084,19.978906250000023,0.5046217055679713,6.291477190760334,5,muito_forte,0.015253905067652,Quinto,0.24214163
2104,27.674462890625023,0.519251961539696,6.160782399055541,3,forte,0.0122645590229447,Terceiro,0.29895735
2106,31.786431884765648,0.4662141668197457,5.920504001163302,6,forte,0.0108410294532229,Sexto,0.28318277
2110,13.084436035156273,0.481911237646505,6.581523433149438,5,forte,0.0110784392161097,Quinto,0.18969746
2115,14.189111328125025,0.4736832603530292,7.636224508950933,5,forte,0.0117019621514639,Quinto,0.18969746
2116,13.651055908203148,0.4768046823308549,7.059010934489491,5,forte,0.0141050138806893,Quinto,0.18969746
2139,16.332543945312523,0.490037081491625,4.4490567963825445,1,extremo,0.0234539537919357,Primeiro,0.18276006
2142,19.088281250000023,0.4777769286083775,5.104310509777501,3,forte,0.0100525279189692,Terceiro,0.18276006
2143,18.20821533203128,0.4828950380885353,5.3116107470304454,2,forte,0.0142154898340563,Segundo,0.18276006
2144,17.386743164062523,0.4873331194083257,5.54973662375593,2,muito_forte,0.0162397424836235,Segundo,0.18276006
2145,16.987084960937523,0.4892023126762892,5.2233241859850175,2,muito_forte,0.0192567626742836,Segundo,0.18276006
2146,16.658258056640648,0.4899906253740102,4.949556836267365,2,muito_forte,0.01938738962054,Segundo,0.18276006
2147,16.320153808593773,0.4907789642237001,4.876034000395795,1,muito_forte,0.0192037934216839,Primeiro,0.18276006
2159,24.011865234375023,0.4435868791321613,8.14600933625869,3,forte,0.0137130577118638,Terceiro,0.18997473
2160,22.773278808593773,0.4498195896304521,8.214332193650534,2,forte,0.0146878320857784,Segundo,0.18997473
2161,21.6643005371094,0.4560077972069434,8.165385171783972,2,forte,0.0123235142130484,Segundo,0.18997473
2172,30.215509033203148,0.499923872088619,3.69445874898674,3,forte,0.0107439088399313,Terceiro,0.29674098
2173,28.632836914062523,0.5121044291992927,10.0546813209388,2,muito_forte,0.0171837436204266,Segundo,0.29674098
2202,27.068505859375023,0.5120210895353694,2.9622935524589926,1,forte,0.010232322531011,Primeiro,0.24214286
2203,26.860375976562523,0.5125052634085207,2.5372628256532193,8,forte,0.0104198191461967,Oitavo,0.24214286
2215,33.08919677734377,0.4706370822163898,8.885363635537393,8,forte,0.0117400711199082,Oitavo,0.24128063
2231,34.01137695312502,0.4484322666808015,15.50668974052728,8,forte,0.0105822421515134,Oitavo,0.24063787
2237,28.635522460937523,0.4964593051355432,13.255212796075746,1,muito_forte,0.0155247469158664,Primeiro,0.24063787
2394,30.301934814453148,0.4591440301079981,1.19901189682013,7,forte,0.0148866530928777,Sétimo,0.22949462
2395,29.66402587890628,0.4637365530029278,1.1939507639071099,8,muito_forte,0.0177792488817783,Oitavo,0.22949462
2396,29.380761718750023,0.4635311686090725,1.4786646085960569,4,muito_forte,0.0174109837663744,Quarto,0.22949462
2403,19.563775634765648,0.5063735948598597,5.741466787022958,5,muito_forte,0.017019191566644,Quinto,0.2340978
2404,19.277612304687523,0.5104468551697138,4.643258020950491,5,forte,0.0124387788216282,Quinto,0.2340978
2406,20.09200439453128,0.5062374212567763,6.9637216576939664,5,forte,0.010296252155311,Quinto,0.2340978
2407,20.10567626953128,0.5052155608851894,6.546888725550826,5,forte,0.0125974548136641,Quinto,0.2340978
2408,19.978906250000023,0.5046217055679713,6.291477190760334,5,muito_forte,0.015253905067652,Quinto,0.2340978
2431,27.674462890625023,0.519251961539696,6.160782399055541,3,forte,0.0122645590229447,Terceiro,0.4095134
2433,31.786431884765648,0.4662141668197457,5.920504001163302,6,forte,0.0108410294532229,Sexto,0.42392614
2437,13.084436035156273,0.481911237646505,6.581523433149438,5,forte,0.0110784392161097,Quinto,0.26331735
2442,14.189111328125025,0.4736832603530292,7.636224508950933,5,forte,0.0117019621514639,Quinto,0.26331735
2443,13.651055908203148,0.4768046823308549,7.059010934489491,5,forte,0.0141050138806893,Quinto,0.26331735
2466,16.332543945312523,0.490037081491625,4.4490567963825445,1,extremo,0.0234539537919357,Primeiro,0.25729445
2469,19.088281250000023,0.4777769286083775,5.104310509777501,3,forte,0.0100525279189692,Terceiro,0.25729445
2470,18.20821533203128,0.4828950380885353,5.3116107470304454,2,forte,0.0142154898340563,Segundo,0.25729445
2471,17.386743164062523,0.4873331194083257,5.54973662375593,2,muito_forte,0.0162397424836235,Segundo,0.25729445
2472,16.987084960937523,0.4892023126762892,5.2233241859850175,2,muito_forte,0.0192567626742836,Segundo,0.25729445
2473,16.658258056640648,0.4899906253740102,4.949556836267365,2,muito_forte,0.01938738962054,Segundo,0.25729445
2474,16.320153808593773,0.4907789642237001,4.876034000395795,1,muito_forte,0.0192037934216839,Primeiro,0.25729445
2486,24.011865234375023,0.4435868791321613,8.14600933625869,3,forte,0.0137130577118638,Terceiro,0.26021063
2487,22.773278808593773,0.4498195896304521,8.214332193650534,2,forte,0.0146878320857784,Segundo,0.26021063
2488,21.6643005371094,0.4560077972069434,8.165385171783972,2,forte,0.0123235142130484,Segundo,0.26021063
2499,30.215509033203148,0.499923872088619,3.69445874898674,3,forte,0.0107439088399313,Terceiro,0.33107758
2500,28.632836914062523,0.5121044291992927,10.0546813209388,2,muito_forte,0.0171837436204266,Segundo,0.33107758
2529,27.068505859375023,0.5120210895353694,2.9622935524589926,1,forte,0.010232322531011,Primeiro,0.36910123
2530,26.860375976562523,0.5125052634085207,2.5372628256532193,8,forte,0.0104198191461967,Oitavo,0.36910123
2542,33.08919677734377,0.4706370822163898,8.885363635537393,8,forte,0.0117400711199082,Oitavo,0.3695567
2552,30.99141845703128,0.4854448767371456,4.7032692569831385,4,forte,0.0100642575082154,Quarto,0.36696386
2564,34.01137695312502,0.4484322666808015,15.50668974052728,8,forte,0.0105822421515134,Oitavo,0.37001374
2570,28.635522460937523,0.4964593051355432,13.255212796075746,1,muito_forte,0.0155247469158664,Primeiro,0.37001374
2728,30.301934814453148,0.4591440301079981,1.19901189682013,7,forte,0.0148866530928777,Sétimo,0.3473734
2729,29.66402587890628,0.4637365530029278,1.1939507639071099,8,muito_forte,0.0177792488817783,Oitavo,0.3473734
2730,29.380761718750023,0.4635311686090725,1.4786646085960569,4,muito_forte,0.0174109837663744,Quarto,0.3473734
2737,19.563775634765648,0.5063735948598597,5.741466787022958,5,muito_forte,0.017019191566644,Quinto,0.28368992
2738,19.277612304687523,0.5104468551697138,4.643258020950491,5,forte,0.0124387788216282,Quinto,0.28368992
2740,20.09200439453128,0.5062374212567763,6.9637216576939664,5,forte,0.010296252155311,Quinto,0.28368992
2741,20.10567626953128,0.5052155608851894,6.546888725550826,5,forte,0.0125974548136641,Quinto,0.28368992
2742,19.978906250000023,0.5046217055679713,6.291477190760334,5,muito_forte,0.015253905067652,Quinto,0.28368992
2765,27.674462890625023,0.519251961539696,6.160782399055541,3,forte,0.0122645590229447,Terceiro,0.7597345
2766,13.084436035156273,0.481911237646505,6.581523433149438,5,forte,0.0110784392161097,Quinto,0.52250373
2771,14.189111328125025,0.4736832603530292,7.636224508950933,5,forte,0.0117019621514639,Quinto,0.52250373
2772,13.651055908203148,0.4768046823308549,7.059010934489491,5,forte,0.0141050138806893,Quinto,0.52250373
2784,16.332543945312523,0.490037081491625,4.4490567963825445,1,extremo,0.0234539537919357,Primeiro,0.50284517
2787,19.088281250000023,0.4777769286083775,5.104310509777501,3,forte,0.0100525279189692,Terceiro,0.50284517
2788,18.20821533203128,0.4828950380885353,5.3116107470304454,2,forte,0.0142154898340563,Segundo,0.50284517
2789,17.386743164062523,0.4873331194083257,5.54973662375593,2,muito_forte,0.0162397424836235,Segundo,0.50284517
2790,16.987084960937523,0.4892023126762892,5.2233241859850175,2,muito_forte,0.0192567626742836,Segundo,0.50284517
2791,16.658258056640648,0.4899906253740102,4.949556836267365,2,muito_forte,0.01938738962054,Segundo,0.50284517
2792,16.320153808593773,0.4907789642237001,4.876034000395795,1,muito_forte,0.0192037934216839,Primeiro,0.50284517
2800,24.011865234375023,0.4435868791321613,8.14600933625869,3,forte,0.0137130577118638,Terceiro,0.4998501
2801,22.773278808593773,0.4498195896304521,8.214332193650534,2,forte,0.0146878320857784,Segundo,0.4998501
2802,21.6643005371094,0.4560077972069434,8.165385171783972,2,forte,0.0123235142130484,Segundo,0.4998501
2809,30.215509033203148,0.499923872088619,3.69445874898674,3,forte,0.0107439088399313,Terceiro,0.7208718
2810,28.632836914062523,0.5121044291992927,10.0546813209388,2,muito_forte,0.0171837436204266,Segundo,0.7208718
2950,19.563775634765648,0.5063735948598597,5.741466787022958,5,muito_forte,0.017019191566644,Quinto,0.5971968
2951,19.277612304687523,0.5104468551697138,4.643258020950491,5,forte,0.0124387788216282,Quinto,0.5971968
