,skinTemp,RH,windspeed,windquad,UHIp,windquad_cat,surface_pressure
42,27.755426025390648,0.4167049424748988,10.063910232761495,8,forte,Oitavo,985.3089
55,37.60219726562502,0.4521933255274012,2.074070331791622,7,forte,Sétimo,987.8628
56,39.45964965820315,0.4427529547594496,1.9523347183513216,6,forte,Sexto,987.0033
57,38.9188171386719,0.439297995128968,4.049348804156136,6,forte,Sexto,986.1236
58,38.31057128906252,0.4373047712571436,5.911891522802979,5,forte,Quinto,984.57734
59,37.48256835937502,0.4370106688282835,6.391799354031114,5,forte,Quinto,983.88
61,35.71416625976565,0.4369698458659563,8.003155173720442,5,forte,Quinto,983.14266
62,32.92421875000002,0.4455016645645187,6.837428193771183,5,forte,Quinto,983.1517
63,30.292657470703148,0.4536411026010997,4.844356297052356,5,forte,Quinto,983.6296
64,28.019128417968773,0.4595702791228401,1.8595419471587857,3,forte,Terceiro,984.4111
79,44.19854125976565,0.4414328734415123,8.55666026190442,1,forte,Primeiro,987.8066
80,46.05874023437502,0.4332161214783758,9.368881763313981,1,forte,Primeiro,987.08766
81,46.8796325683594,0.4286727664151177,9.57390410032893,1,forte,Primeiro,986.0172
82,45.55489501953127,0.4268504821042448,9.666879649061674,1,forte,Primeiro,984.6909
89,27.080590820312523,0.5049258529776176,3.669414730828915,7,forte,Sétimo,986.4882
90,26.53365478515628,0.5086623960558715,3.1579966095086394,7,forte,Sétimo,986.0399
91,26.099511718750023,0.5052848926752365,1.7872658364656118,7,forte,Sétimo,985.6249
92,25.772790527343773,0.5071651472348064,1.1799363490162575,1,forte,Primeiro,985.4337
93,25.792352294921898,0.5160485900486718,3.330408855940395,3,forte,Terceiro,985.7509
110,34.66665039062502,0.471857299670138,6.410223050850371,4,forte,Quarto,986.33016
218,16.453637695312523,0.503010501913326,6.615113756046264,5,forte,Quinto,991.843
630,32.85048828125002,0.4891889311938636,2.7338583834377923,1,muito_forte,Primeiro,991.8677
631,35.59511718750002,0.4802882161524351,1.7654731879016903,1,muito_forte,Primeiro,991.24195
632,35.71926269531252,0.4769700654706666,1.4537274144079555,1,muito_forte,Primeiro,990.7747
633,36.2064147949219,0.4727931744505359,1.518823196713556,8,extremo,Oitavo,989.7859
634,35.64235839843752,0.4690787823827765,1.7450748613759393,1,extremo,Primeiro,988613.0
635,37.43068847656252,0.4660546064615036,3.464174694626467,3,muito_forte,Terceiro,986.9894
637,36.9409118652344,0.4628114525927885,2.720068021368591,3,muito_forte,Terceiro,985.8594
638,34.86019287109377,0.4632864934389518,3.1893494908177433,4,muito_forte,Quarto,985.1116
639,31.648767089843773,0.4688651209591067,3.9434929495736504,3,forte,Terceiro,985.69125
640,29.398034667968773,0.4778015144826544,3.1738600059738613,3,forte,Terceiro,987.0631
912,28.10079345703128,0.4877712386449715,2.272675567616056,2,forte,Segundo,988.0595
913,27.013513183593773,0.4854198434670104,1.7741165853463599,2,forte,Segundo,988.7175
914,24.62374267578128,0.5123628043148363,4.862580820168987,1,forte,Primeiro,988.4596
916,33.80648193359377,0.4764568046746074,6.226131918771956,1,forte,Primeiro,989.65516
917,37.75411376953127,0.4585983664068342,6.363951834493355,8,forte,Oitavo,990.21945
918,41.08413085937502,0.4492504628460534,5.249769983148888,8,muito_forte,Oitavo,990.4342
919,43.77291259765627,0.4434977262359424,4.312596550708074,8,muito_forte,Oitavo,989.8806
920,45.37886962890627,0.4403550538133799,3.223309794562294,7,extremo,Sétimo,988.7781
921,43.74440917968752,0.4394868805964005,2.266483001632303,7,muito_forte,Sétimo,987.44484
922,42.89516601562502,0.4451881345487809,2.619271950725611,6,muito_forte,Sexto,985.4581
923,42.14028320312502,0.4347602683871192,6.668984577824737,5,extremo,Quinto,983.5208
924,26.108483886718773,0.4879151644633523,2.341291323567064,1,forte,Primeiro,989.06195
925,38.77483520507815,0.4422735393813138,6.2615956211567,5,muito_forte,Quinto,983.2008
926,35.46553955078127,0.4512669817957053,1.9520499681576713,2,forte,Segundo,983.0901
927,32.51564941406252,0.4617553210095854,5.9541418869889196,1,forte,Primeiro,984.2134
928,30.526513671875023,0.4712616524289394,5.79518943724355,8,forte,Oitavo,985.4986
929,25.658959960937523,0.5023867963914517,3.977473049666832,1,forte,Primeiro,988.68375
930,25.1235290527344,0.5077245776801282,4.566140779202603,1,forte,Primeiro,988.00016
931,24.7250915527344,0.5096250715892798,5.209167644110933,1,forte,Primeiro,987.7055
932,24.417810058593773,0.5119858021683338,5.2079359905935,1,forte,Primeiro,987.2219
933,24.360864257812523,0.5103041046554684,4.054632372219532,1,forte,Primeiro,987.7566
934,23.877709960937523,0.5124345248126864,4.876383724609361,1,forte,Primeiro,987.82234
935,23.707696533203148,0.5142142697521299,5.548923058246576,1,forte,Primeiro,988.3125
1106,20.58883056640628,0.4769501700731706,7.387342697840314,1,forte,Primeiro,988207.0
1191,34.29009399414065,0.4447935505777364,8.637322940442248,2,forte,Segundo,985.3281
1201,28.130395507812523,0.4889968593389912,8.983332415189993,8,forte,Oitavo,987.8881
1203,27.56075439453128,0.5052461757872161,7.5159217382576875,1,forte,Primeiro,988.6266
1204,30.010583496093773,0.4917973960205389,9.571675366347636,1,muito_forte,Primeiro,989422.0
1205,33.30617675781252,0.4833547252146288,10.600982849256148,1,extremo,Primeiro,989.57266
1206,33.87832031250002,0.4781972891122864,9.06139306749122,1,extremo,Primeiro,989.3159
1207,35.28328857421877,0.4705975655454034,9.358631818692961,1,extremo,Primeiro,988.6018
1208,39.33950195312502,0.4681820819000768,9.133717073338659,1,extremo,Primeiro,987.8603
1209,39.05501708984377,0.4693301032711056,8.127368742559767,1,extremo,Primeiro,986.4717
1210,38.82204589843752,0.4697935145291999,7.543758654473186,1,extremo,Primeiro,985.00375
