,Temp2m,RH,windspeed,windquad,UHIp2m,UTFVI2m,windquad_cat
3277,32.53511962890627,0.4754358663240342,7.383641848643607,3.0,forte,0.011219214375823,Terceiro
3338,22.060327148437523,0.5126616297792923,3.088017109428448,1.0,forte,0.0104825247578264,Primeiro
3355,24.271600341796898,0.4865327573583253,3.5474226795679984,1.0,muito_forte,0.0180028787761104,Primeiro
3356,23.160821533203148,0.4959566364763218,3.9888517963534347,1.0,forte,0.011605893039802,Primeiro
3357,23.8510681152344,0.4936365143106069,2.2670337585280675,8.0,muito_forte,0.0198616935485465,Oitavo
3358,23.181451416015648,0.4998465944579638,2.6249874361419367,8.0,muito_forte,0.0167782913191405,Oitavo
3359,22.511376953125023,0.5060844989608979,2.9032885481040354,8.0,forte,0.0120076287711527,Oitavo
3409,25.74044189453128,0.4342394232940713,1.802678440100341,4.0,forte,0.0107126650252544,Quarto
3420,24.4116149902344,0.4441973925963285,2.35745159969537,2.0,extremo,0.0276608089068093,Segundo
3425,22.392663574218773,0.4598550553691962,4.1636828561037325,1.0,muito_forte,0.0174467356834295,Primeiro
3804,28.595483398437523,0.4686227827172703,3.687587615084538,1.0,extremo,0.0224149367076498,Primeiro
3809,26.144433593750023,0.4901657132392195,5.280370610953127,1.0,forte,0.0131838027055526,Primeiro
3961,24.7238708496094,0.44902649231523,3.89858320497135,2.0,extremo,0.0228787092021484,Segundo
4101,25.89791259765628,0.4841766557963425,3.4051047128263168,2.0,extremo,0.0213423281037393,Segundo
4176,28.184350585937523,0.485514940528766,2.1231204498828724,1.0,muito_forte,0.0150426894310427,Primeiro
4260,24.090966796875023,0.4591160985411784,4.115459252685114,2.0,extremo,0.0240472470739762,Segundo
4352,32.42141113281252,0.4707716535494626,13.040334046545675,8.0,muito_forte,0.0168362060917713,Oitavo
4562,19.387109375000023,0.5130449480803879,4.60820148614633,1.0,forte,0.0111900659310401,Primeiro
4583,21.077294921875023,0.4993624448820709,2.680870681366722,8.0,extremo,0.0209983538379484,Oitavo
4884,31.378778076171898,0.4400027628892689,1.4071519125464058,4.0,muito_forte,0.0159006867019165,Quarto
4889,30.1738220214844,0.4495763112074527,2.048965325757326,2.0,muito_forte,0.0190247082399414,Segundo
4890,29.03902587890628,0.4588597233033192,2.987008116754201,2.0,muito_forte,0.016861833206836,Segundo
4979,27.00899658203128,0.5141301591989236,13.607133336481484,2.0,forte,0.011655586704205,Segundo
5110,22.2707458496094,0.4998343194688261,1.7920620157009144,1.0,forte,0.0101920442942715,Primeiro
5243,35.02202758789065,0.4241317888258024,5.947206314993838,2.0,forte,0.0138976500211775,Segundo
5245,32.61995849609377,0.4486625339040715,10.905806517719718,2.0,forte,0.014979274667765,Segundo
5349,24.810388183593773,0.521077654865904,2.411062089617494,2.0,muito_forte,0.0179228618226365,Segundo
5420,20.65865478515628,0.4987515451061289,3.492350618661944,2.0,forte,0.0122226374718042,Segundo
5534,32.8709655761719,0.448160499240073,13.273172022916604,2.0,forte,0.0123580700398986,Segundo
5542,25.635827636718773,0.5103239319538441,2.549406533185478,1.0,forte,0.0100004142088148,Primeiro
5642,15.451898193359398,0.5216391597490413,3.1496421450176686,2.0,extremo,0.031418985670476,Segundo
5661,17.250726318359398,0.511113626926924,3.5064780163168336,1.0,extremo,0.0460822715999904,Primeiro
5662,16.439294433593773,0.5162609218354133,3.633252940565936,1.0,extremo,0.0465022584301406,Primeiro
5663,15.872216796875025,0.5195616212967353,3.213821192751955,1.0,extremo,0.0380986160577673,Primeiro
5724,30.300561523437523,0.4477712002600174,2.192977188589517,2.0,muito_forte,0.015596663989362,Segundo
5729,28.79366455078128,0.458040603891851,4.02617761494373,2.0,forte,0.0133090612570753,Segundo
5797,27.230004882812523,0.5223562113071619,4.891920612262558,2.0,forte,0.0101030024717478,Segundo
5798,26.586999511718773,0.5252492828447153,6.734228607902189,2.0,forte,0.0104114159808027,Segundo
5929,21.3793884277344,0.4794667926566209,6.7613815173276235,4.0,forte,0.0101250791404947,Quarto
5948,17.697717285156273,0.502867632954732,5.499935790199877,2.0,forte,0.0112711795150178,Segundo
5954,19.379541015625023,0.5337750172183107,2.4816173123958434,7.0,muito_forte,0.015063349218144,Sétimo
5988,25.16500244140628,0.4578154855298602,3.2333347933434435,2.0,extremo,0.0238189419439742,Segundo
6109,34.2874694824219,0.4405333593475192,8.716492641002388,2.0,forte,0.0126554624939016,Segundo
6166,24.9528747558594,0.5256159394130344,2.1281408086008358,2.0,forte,0.0102874779701381,Segundo
6186,25.268212890625023,0.4922007924131643,3.5215304241724046,3.0,forte,0.0138670496503602,Terceiro
6187,25.003289794921898,0.4933027311593098,3.030641818857647,2.0,extremo,0.0228486775202339,Segundo
6265,29.961083984375023,0.3993644141720541,4.339627736022193,2.0,muito_forte,0.0176163920096451,Segundo
6355,28.54976806640628,0.4480068902728941,3.752014551235769,1.0,forte,0.0132038323532635,Primeiro
6372,27.244470214843773,0.4652695104050574,2.6775403658880244,1.0,muito_forte,0.0159833175425978,Primeiro
6375,32.17885742187502,0.406943597192504,5.190420078614896,4.0,forte,0.0106174158588815,Quarto
6379,24.885064697265648,0.471870700575578,9.22386380909514,5.0,forte,0.0128038664714961,Quinto
6380,24.598535156250023,0.4708878028259006,9.879343678693505,5.0,muito_forte,0.0163105811904869,Quinto
6434,22.91842041015628,0.5129643760485815,2.1820113292256025,8.0,muito_forte,0.0169496614227335,Oitavo
6449,24.576989746093773,0.5104206540523935,4.219278368621013,1.0,forte,0.0115764949446405,Primeiro
6450,24.688287353515648,0.507021716801687,3.263319026502264,8.0,muito_forte,0.0170213553170832,Oitavo
6454,22.64620361328128,0.5168224057552578,3.7323254238875236,7.0,forte,0.0129619340275552,Sétimo
6455,22.923913574218773,0.5136145130657699,2.8956256437635455,7.0,muito_forte,0.0189830031764597,Sétimo
6530,17.197290039062523,0.5213261295302388,3.1965919763541155,8.0,forte,0.0139511607211089,Oitavo
6550,18.424890136718773,0.5112362829507247,2.792148116373924,7.0,forte,0.0125583258223474,Sétimo
6551,17.812646484375023,0.5158415829346147,2.967863703315666,7.0,muito_forte,0.0164145327868828,Sétimo
6745,24.19429931640628,0.4792634744796348,5.196490500857371,3.0,forte,0.0116064526503662,Terceiro
6762,21.618676757812523,0.4978034394018812,4.3134026355941835,1.0,forte,0.0139710195324173,Primeiro
6804,28.407098388671898,0.4231472049877882,4.617512386226958,1.0,forte,0.0132221898192291,Primeiro
6885,27.231774902343773,0.4249574883467009,9.64464746448174,8.0,forte,0.0100718327728778,Oitavo
6886,27.035272216796898,0.4267221503720869,9.900796436062851,8.0,forte,0.0103742512375003,Oitavo
6887,26.709375000000023,0.4302129498522412,9.763490098490015,8.0,forte,0.0100830399456403,Oitavo
6954,25.011560058593773,0.4951894218485546,4.328369407522548,2.0,forte,0.0110872264703887,Segundo
6962,21.358331298828148,0.4945207930971146,7.352599176930488,6.0,forte,0.011832534192499,Sexto
6983,21.319146728515648,0.4939279042073323,6.520021817548251,8.0,forte,0.0103327868427051,Oitavo
7049,31.412133789062523,0.4198676537456234,3.625126317768671,8.0,forte,0.0113122557269984,Oitavo
7050,31.211968994140648,0.4211115893880902,1.8745822438424713,3.0,muito_forte,0.0182982074226684,Terceiro
7054,27.040216064453148,0.4637169343253434,3.5935922990955085,7.0,forte,0.0126847104958391,Sétimo
7073,26.886010742187523,0.439265791907587,4.22352488885496,2.0,extremo,0.0256894488849953,Segundo
7074,26.397241210937523,0.4416110118962068,3.9468247102886993,3.0,extremo,0.0314419261783831,Terceiro
7075,26.218408203125023,0.4417995430731151,3.449663623561772,4.0,muito_forte,0.0186166137294931,Quarto
7077,24.31466064453128,0.4522576240338032,3.72681151090067,3.0,extremo,0.0337378519722468,Terceiro
7078,24.268487548828148,0.4525371051093011,1.768300665192604,3.0,forte,0.0141372582875614,Terceiro
7079,23.718530273437523,0.4575470481167511,0.9309317031612893,1.0,forte,0.0114764381674621,Primeiro
7219,22.355249023437523,0.5152779244000153,3.1700938944811967,1.0,forte,0.0121518432217133,Primeiro
7246,27.389550781250023,0.4329998265377353,0.9653668863027041,3.0,muito_forte,0.0173708208144941,Terceiro
7340,28.740014648437523,0.452359787486289,2.0282826058414303,7.0,forte,0.011560626630426,Sétimo
7342,29.89107666015628,0.413394207644938,7.813016946402796,4.0,forte,0.0111518006662458,Quarto
7344,24.511834716796898,0.4997210726691869,5.578878257565318,8.0,forte,0.0108738413557605,Oitavo
7354,27.580468750000023,0.4350433220893279,4.7277132199579395,3.0,forte,0.0129113847747299,Terceiro
7535,25.420739746093773,0.4338267535736667,2.5949540578865906,1.0,extremo,0.0297196020845125,Primeiro
7799,26.293115234375023,0.4639144985295602,3.1777900689161775,1.0,forte,0.0132379504341395,Primeiro
7863,29.833886718750023,0.4047795456304906,3.178682687267997,8.0,forte,0.014320239616115,Oitavo
7864,27.97872314453128,0.4171709521401419,4.39080820979586,8.0,extremo,0.0244844971256782,Oitavo
7865,26.177819824218773,0.4293491691812403,5.148935848036322,1.0,forte,0.013167534996563,Primeiro
7990,30.0859313964844,0.4721685488594065,2.1497342371060633,2.0,muito_forte,0.0192710457323271,Segundo
8122,23.953637695312523,0.4528681894570661,3.779636808746091,1.0,muito_forte,0.0155885633189732,Primeiro
8200,28.992089843750023,0.4373581405045629,7.917163233355637,8.0,forte,0.0115963154856679,Oitavo
8201,28.278680419921898,0.4420030846710353,7.581448008812988,8.0,forte,0.0143537071642147,Oitavo
8202,27.63424072265628,0.446614900613004,7.15674419939497,8.0,muito_forte,0.0159349007518438,Oitavo
8252,26.264825439453148,0.5158272860301322,4.172441035926197,8.0,forte,0.0105629939722458,Oitavo
8253,25.879693603515648,0.5211270015767226,4.32219686710142,1.0,forte,0.0105902600134528,Primeiro
8424,24.103143310546898,0.4893781605225908,2.7068470342170867,8.0,muito_forte,0.018830982112283,Oitavo
8518,25.005975341796898,0.5331190021822608,6.8413778006932855,3.0,forte,0.010251995931008,Terceiro
8634,22.1198669433594,0.5128083271512064,3.203227980249254,2.0,muito_forte,0.0161339695274092,Segundo
8799,26.481835937500023,0.4982188463526399,3.120250761853277,5.0,forte,0.0144463310636454,Quinto
8866,25.515649414062523,0.5087628418756656,5.130886536574595,4.0,forte,0.0139816352851444,Quarto
8870,28.843408203125023,0.4839932109704706,2.8989682579171587,5.0,muito_forte,0.0156741625787133,Quinto
8871,26.182977294921898,0.4995454355497629,3.802679971664335,4.0,extremo,0.0273489833451764,Quarto
8872,26.36544189453128,0.4963207357588856,2.2143225117831125,6.0,forte,0.0141274727268058,Sexto
8873,24.65743408203128,0.5092961449388737,4.1813972493189535,7.0,forte,0.0105305315255977,Sétimo
9108,26.079431152343773,0.5174375289020007,10.049031064016768,8.0,forte,0.0140726589412111,Oitavo
9109,24.608972167968773,0.5262372034382204,10.290858343134808,8.0,forte,0.0105721168279369,Oitavo
9131,30.808374023437523,0.4940019018952792,4.613762369532845,7.0,forte,0.0113384614039507,Sétimo
9168,22.580895996093773,0.5226533054256363,3.7556610490089652,5.0,forte,0.0100575602868526,Quinto
9253,30.339196777343773,0.428411214301087,1.3232294311471622,1.0,forte,0.0116571119980528,Primeiro
9254,28.418115234375023,0.4402559117120593,3.4251455118655225,2.0,muito_forte,0.0194886221807619,Segundo
9475,24.547631835937523,0.5217738414040574,2.3129957749074443,6.0,forte,0.0127721786791276,Sexto
9476,24.367730712890648,0.5223765794745406,2.2057838767655467,6.0,forte,0.0117724295830941,Sexto
9592,27.506921386718773,0.3978084401467714,11.307567996502272,2.0,forte,0.0109383021450595,Segundo
9593,27.054010009765648,0.4009302989190753,11.098160308691167,2.0,forte,0.0112424693639719,Segundo
9594,26.557153320312523,0.4060469251527046,10.87955661256065,1.0,forte,0.0113003067336468,Primeiro
9862,32.66781005859377,0.3904028113721075,1.235818902859012,6.0,extremo,0.02529608123274,Sexto
9878,34.47835693359377,0.3630556233011564,2.1365615925885293,1.0,muito_forte,0.0160664958150042,Primeiro
9887,28.121270751953148,0.5085233486800655,1.873092510643993,3.0,forte,0.0125006672444297,Terceiro
10039,28.65621337890628,0.5002051371608809,14.49288279754941,5.0,forte,0.0136190040111219,Quinto
10080,22.364587402343773,0.5146176816608634,2.442594918311203,4.0,muito_forte,0.015990065570648,Quarto
10097,24.561608886718773,0.4983650817742848,1.9859304908659519,3.0,muito_forte,0.0190552700044753,Terceiro
10098,24.1887145996094,0.5008873714179329,0.5822169787780416,5.0,muito_forte,0.0151148048359518,Quinto
10099,23.17525634765628,0.5075177354289263,2.845352449462669,4.0,muito_forte,0.0191658730727135,Quarto
10100,22.919702148437523,0.5094631095518005,2.398779906215486,4.0,muito_forte,0.0170565829058813,Quarto
10101,22.627740478515648,0.5118792870584411,2.3933957287592715,4.0,muito_forte,0.0159274838807671,Quarto
10121,23.410516357421898,0.4839521715651115,7.033397681107069,2.0,forte,0.0100621713379329,Segundo
10122,22.9601989746094,0.4865391368675106,6.561425825446983,2.0,forte,0.010562279517967,Segundo
10152,24.071649169921898,0.4353612534217794,9.31533402777625,1.0,muito_forte,0.0153353407941173,Primeiro
10168,26.228448486328148,0.4164422553688528,8.900424545893971,2.0,forte,0.0116088566503402,Segundo
10169,25.726403808593773,0.4195989595811641,8.857706707314485,2.0,forte,0.0143053923084849,Segundo
10170,25.189233398437523,0.4232716641917631,8.677199226971076,2.0,muito_forte,0.0168431431196135,Segundo
10171,24.658532714843773,0.4280074799306517,9.195652031516527,1.0,forte,0.0137976456493477,Primeiro
10172,24.425866699218773,0.4303410091491485,9.295462419747999,1.0,forte,0.014585812925835,Primeiro
10173,24.215600585937523,0.4324646304311259,9.319415205198965,1.0,muito_forte,0.0154225773147597,Primeiro
10213,32.13723144531252,0.4445684218829878,15.356527406500332,5.0,forte,0.0130924004146381,Quinto
10392,22.822564697265648,0.4964972289177583,0.22973148328677048,4.0,muito_forte,0.0158697133992115,Quarto
10440,23.53267822265628,0.4651041744807517,3.427990275147449,5.0,muito_forte,0.0162716608084819,Quinto
10476,29.799981689453148,0.5079540821829518,5.952296768433056,8.0,forte,0.011369161345682,Oitavo
10517,30.327050781250023,0.4977254945083404,6.321059121900552,5.0,forte,0.0140891374071556,Quinto
10618,24.234063720703148,0.5159561993448256,3.188867921122952,5.0,forte,0.0103390155144446,Quinto
10920,18.245019531250023,0.5291165554498014,0.8727479362279101,6.0,forte,0.0106237218337152,Sexto
10936,19.6457458496094,0.5229230062803475,4.345230851967235,5.0,muito_forte,0.0179779268068547,Quinto
10937,19.935968017578148,0.5199681636842706,3.2935105986713826,4.0,extremo,0.0305391354749198,Quarto
10938,19.95479736328128,0.5198054994743634,2.1522381773538353,5.0,extremo,0.0223049909861354,Quinto
10939,19.458856201171898,0.5205384581645365,0.9536799851153699,5.0,muito_forte,0.0152271005538433,Quinto
10940,18.966210937500023,0.5240713817378526,1.6310102946158878,6.0,extremo,0.0237423651329075,Sexto
10941,18.51021728515628,0.5271713229195993,1.854135697890939,5.0,extremo,0.0266199291118506,Quinto
10968,19.1943298339844,0.468612145740831,8.56129191728364,1.0,forte,0.0114109571092874,Primeiro
10969,19.700830078125023,0.4710082934071613,7.693388009166961,1.0,forte,0.0112033985312,Primeiro
10989,19.268090820312523,0.4672309329943876,8.494991564560197,1.0,forte,0.0103626795289234,Primeiro
11045,30.940118408203148,0.4988570262533535,8.285783896318659,5.0,forte,0.0108760659330572,Quinto
11057,27.740136718750023,0.5119892893207121,1.5747459599495834,3.0,forte,0.0130627608515742,Terceiro
11075,36.76101074218752,0.4082348402968209,7.863224208255982,5.0,forte,0.0103139831860912,Quinto
11099,32.62258300781252,0.4680218308088883,9.059759939256336,7.0,forte,0.0110898695877908,Sétimo
11100,28.746209716796898,0.5067576412376881,10.702134122898983,6.0,forte,0.0108020974334641,Sexto
11208,20.82271728515628,0.5244349849084495,1.3153515137465754,4.0,muito_forte,0.0180313749038472,Quarto
11225,21.670068359375023,0.5198420046343492,3.4772424626184812,4.0,muito_forte,0.0193683244693372,Quarto
11226,21.879418945312523,0.5176717746759257,2.825054129736268,3.0,extremo,0.0230025669913878,Terceiro
11227,21.54244384765628,0.5199278844473074,2.408540951568965,3.0,forte,0.0149113642735376,Terceiro
11229,20.99971923828128,0.5232303083993031,1.4781881589708015,3.0,muito_forte,0.0161056370271375,Terceiro
11365,30.952081298828148,0.4697252913436227,6.878518772649858,8.0,forte,0.0112758413931391,Oitavo
11398,31.357263183593773,0.4728410506466861,0.9630369338515747,8.0,forte,0.0133661577008558,Oitavo
11457,32.94136962890627,0.4706988667727129,4.41672077304115,6.0,forte,0.010465392931762,Sexto
11489,23.894647216796898,0.5223578948322909,1.2416786893136806,5.0,forte,0.0100893663587793,Quinto
11652,33.50319824218752,0.4429342989044915,7.687947954233811,5.0,forte,0.0110950537625213,Quinto
11653,31.966210937500023,0.4560602297937802,7.686904622492391,5.0,forte,0.0108078781454446,Quinto
11682,22.503198242187523,0.5144263313021809,2.6408157476187237,7.0,forte,0.01424822545563,Sétimo
11683,21.173608398437523,0.5271861045655923,2.622758896202212,6.0,forte,0.0125847617976114,Sexto
11710,26.778894042968773,0.5315468570214684,3.98173061523362,7.0,forte,0.0112275232913023,Sétimo
11861,28.1340270996094,0.4718326659976783,20.967118630909873,5.0,forte,0.0108864328050383,Quinto
11862,27.917871093750023,0.4685642304018084,21.053878643077134,5.0,forte,0.0108521652223195,Quinto
11868,25.0629821777344,0.4655416943045169,23.16287986378722,5.0,forte,0.0105355786009591,Quinto
11927,32.35622558593752,0.4311186917675646,2.0796096449429355,7.0,forte,0.0101531740654866,Sétimo
11988,34.75020751953127,0.4354574179716269,10.96688639609196,7.0,forte,0.0111749831086393,Sétimo
12022,27.502038574218773,0.4960061669580576,3.682617363258303,5.0,muito_forte,0.0165078931749907,Quinto
12023,26.42452392578128,0.5030131833384403,4.311827473494159,5.0,extremo,0.0214472776104769,Quinto
12024,22.736901855468773,0.5180289935183455,3.738348424079812,7.0,extremo,0.0211123393088134,Sétimo
12034,26.312585449218773,0.5014546882174465,3.9968392944659548,4.0,extremo,0.0315400715863716,Quarto
12039,25.483422851562523,0.5066002154563243,4.276540589923514,4.0,extremo,0.0306212160256448,Quarto
12040,25.395440673828148,0.5060693457586568,3.6177000264003962,5.0,extremo,0.0336330096700651,Quinto
12041,25.542810058593773,0.5040742346726763,2.6400008098010996,5.0,extremo,0.0293296673112154,Quinto
12042,25.023095703125023,0.5077037622549545,2.774478544949062,5.0,extremo,0.0278276677648333,Quinto
12043,25.049829101562523,0.5003169154615976,1.2008707238514627,5.0,muito_forte,0.0156208413370434,Quinto
12044,24.560571289062523,0.5037964396141249,1.95293740714061,6.0,muito_forte,0.0183745666095799,Sexto
12045,23.693627929687523,0.5106717652941162,3.2038780893290073,6.0,extremo,0.0274763854429257,Sexto
12056,33.13338623046877,0.4648770245213217,9.679780128673126,6.0,forte,0.012231495708129,Sexto
12057,31.146752929687523,0.4837758776719875,9.42376866288079,6.0,forte,0.012986174319707,Sexto
12189,23.365747070312523,0.4831395039566783,2.578343035191301,7.0,muito_forte,0.0156267392610679,Sétimo
12296,29.223748779296898,0.5094641897737814,7.030527532535993,8.0,forte,0.0134655216567462,Oitavo
12335,26.529931640625023,0.5142336504194398,2.5008113723413707,5.0,forte,0.0100718016893218,Quinto
12430,21.207849121093773,0.4839604886658236,21.9843242590313,5.0,forte,0.0137701908179406,Quinto
12431,19.939843750000023,0.4908740196627556,22.635185884040318,5.0,muito_forte,0.0155054426707071,Quinto
12432,15.378472900390648,0.4958320256256032,18.521354704351364,5.0,forte,0.010984673647419,Quinto
12433,15.314233398437525,0.495532299122402,18.423172108942985,5.0,forte,0.0109476723718492,Quinto
12434,15.805688476562525,0.4921160295258341,19.525194903912734,5.0,forte,0.0112484687504319,Quinto
12442,18.78682861328128,0.4958496555225057,21.351694802475393,5.0,forte,0.0128578846159871,Quinto
12447,17.962426757812523,0.4989445191240701,21.377251674914408,5.0,forte,0.0104040214436632,Quinto
12462,32.19558105468752,0.4453582034966581,11.123761724703881,5.0,forte,0.0109970734933786,Quinto
12541,32.95864257812502,0.4384348139762603,1.537250861693009,2.0,forte,0.0103457393910861,Segundo
12595,25.02828369140628,0.5375841490534018,0.8275000593850395,6.0,forte,0.011267124043382,Sexto
12803,34.11077270507815,0.4472165856025866,3.67360920261081,6.0,forte,0.0116160571043075,Sexto
12804,32.5482116699219,0.4611200987012496,8.536508738606985,6.0,forte,0.0149540180573496,Sexto
12805,31.157495117187523,0.4738536121017564,5.649025525503304,7.0,forte,0.0108493438016115,Sétimo
12853,28.00850830078128,0.5055043092649021,1.3126163907044837,7.0,forte,0.0126361254078471,Sétimo
12868,25.563562011718773,0.5364833691209754,3.4847670353614646,6.0,forte,0.0121489324077591,Sexto
12869,26.3095642089844,0.5317062318242854,3.812508229212065,7.0,forte,0.0129642257294884,Sétimo
12870,26.950097656250023,0.5263252494931454,4.81805728419176,7.0,forte,0.0139975705217668,Sétimo
12952,21.42354736328128,0.5416620772931726,13.394893541617858,5.0,muito_forte,0.0157522162980834,Quinto
12982,26.447839355468773,0.4442622981494677,2.4434724571807904,6.0,extremo,0.0203390966460155,Sexto
13078,30.07174072265628,0.4857669015415792,4.908182778332564,7.0,forte,0.0101182052233974,Sétimo
13174,28.456964111328148,0.5044723990803048,1.430226308490762,5.0,forte,0.0124739283272371,Quinto
13175,28.216821289062523,0.5069359896044445,0.27358348879751365,7.0,forte,0.0147120210592229,Sétimo
13186,27.925317382812523,0.5093060495471242,0.32605660794557306,7.0,forte,0.013094974356723,Sétimo
13191,27.655847167968773,0.5117629239553175,0.7418491403870048,7.0,forte,0.0142590041865342,Sétimo
13360,26.21553955078128,0.5144431770866925,1.6762948273578802,4.0,forte,0.0105734935231802,Quarto
13361,25.864678955078148,0.5172738327391526,1.4754176930057183,4.0,forte,0.0128332659382714,Quarto
13531,14.883691406250025,0.5293665477929985,3.9982152510363584,5.0,forte,0.0133311698610214,Quinto
13550,28.834558105468773,0.465682178230387,1.8044319903335946,7.0,forte,0.0120349092598183,Sétimo
13708,29.029351806640648,0.4963765765706764,8.945609106137626,1.0,forte,0.0116533516267935,Primeiro
13736,31.228601074218773,0.4938982106422518,5.947087988056237,7.0,forte,0.0122448013202349,Sétimo
13800,14.113488769531273,0.5338917096083999,3.1895850367111205,4.0,extremo,0.03505841291063,Quarto
13810,17.418634033203148,0.512443650084086,4.417012272400517,5.0,extremo,0.0242044333605963,Quinto
13815,17.233789062500023,0.5131376614624177,4.132222515789737,5.0,extremo,0.038549290582718,Quinto
13816,16.927880859375023,0.5148897650473311,3.829145218965876,5.0,extremo,0.0385482296125421,Quinto
13817,17.100610351562523,0.513959543565435,2.036765935755096,4.0,forte,0.0145470325574585,Quarto
13818,16.670098876953148,0.5173100169774763,2.6864153075011425,5.0,extremo,0.0431793224598857,Quinto
13819,14.678094482421898,0.5266337578030663,4.587176564980963,5.0,extremo,0.0406414035290999,Quinto
13822,27.895623779296898,0.4722453499635736,1.971898716696667,8.0,forte,0.0102651386666056,Oitavo
13823,26.8461853027344,0.4796290621464405,2.953252174329827,8.0,forte,0.0111256288875014,Oitavo
14047,29.378686523437523,0.4958968231472941,5.601574159823538,8.0,forte,0.0124035571453365,Oitavo
14103,16.891687011718773,0.5082990822014375,5.01010511302102,4.0,forte,0.0130271166141108,Quarto
14104,17.334344482421898,0.5043271552733027,3.8085041689974815,4.0,extremo,0.0388940127371558,Quarto
14105,17.142449951171898,0.5057188644560024,3.203704748378525,5.0,extremo,0.0419257763186172,Quinto
14106,16.521264648437523,0.5104448808942594,3.297322150846213,5.0,extremo,0.0405991251166052,Quinto
14107,16.050073242187523,0.5124063643030525,2.830184422978623,5.0,extremo,0.0432259474193283,Quinto
14108,15.798974609375025,0.514404114097083,2.3205971436359647,6.0,extremo,0.0315148386033563,Sexto
14246,29.728662109375023,0.4937417186992208,7.436901625929829,8.0,forte,0.0106213600088493,Oitavo
14317,27.796899414062523,0.5159949770673017,1.8624184640855188,2.0,forte,0.0111451580446032,Segundo
14318,26.903466796875023,0.5259687358276661,3.961735773792826,5.0,muito_forte,0.0163212992180365,Quinto
14335,30.125268554687523,0.490601032750912,8.064270217489288,1.0,muito_forte,0.018340606199498,Primeiro
14336,30.509912109375023,0.4905432226699812,8.18704754500869,8.0,forte,0.0105928747676907,Oitavo
14375,20.797692871093773,0.4867613264270784,2.8915266589945117,5.0,extremo,0.034876122310191,Quinto
14386,20.776696777343773,0.4859414904603046,1.045456672847196,4.0,forte,0.0141437968572081,Quarto
14391,20.362359619140648,0.4886820389383916,0.7564436940590277,1.0,forte,0.0122031497941777,Primeiro
14392,19.811914062500023,0.4926337804222565,2.475958826000413,1.0,forte,0.0129976946887907,Primeiro
14424,19.310693359375023,0.477351471932116,9.408821681074926,1.0,forte,0.0101454230608012,Primeiro
