,Temp2m,RH,windspeed,windquad,UHIp2m,UTFVI2m,windquad_cat
4270,19.585565185546898,0.5118827437088065,3.2174948874617186,8.0,extremo,0.0202327349912128,Oitavo
4271,19.004785156250023,0.5160488063070089,3.2729601396813552,8.0,muito_forte,0.0169707309301275,Oitavo
4512,25.692071533203148,0.4656906798869268,4.723476316443644,1.0,forte,0.0100961032337945,Primeiro
4538,18.05831298828128,0.539527541173464,4.047505510918924,8.0,muito_forte,0.0180453273542355,Oitavo
4559,19.63790283203128,0.533563815536235,2.0122923949124525,8.0,extremo,0.0228369186910396,Oitavo
4693,33.64925537109377,0.4458173208718085,5.784829013106104,7.0,forte,0.0106687930731758,Sétimo
5060,24.222070312500023,0.5305614908679605,3.7279915551946115,2.0,forte,0.0105227043722708,Segundo
5061,24.133142089843773,0.5300802975657474,3.687586953356759,1.0,forte,0.0113964313275042,Primeiro
5124,21.65084228515628,0.4580596651089496,5.968283435722854,3.0,forte,0.0125540429224482,Terceiro
5135,18.281884765625023,0.4852712332706986,2.5848432777484254,8.0,muito_forte,0.0191620113412198,Oitavo
5137,27.862176513671898,0.4368983024342693,3.814431475432877,2.0,muito_forte,0.0180898957833001,Segundo
5162,25.60982666015628,0.478048714947289,7.25658499996505,1.0,forte,0.013716020669387,Primeiro
5178,27.426171875000023,0.4655328571000333,7.140469113848373,1.0,forte,0.0117368983851925,Primeiro
5179,26.794519042968773,0.4690171833485008,7.573854420557403,1.0,forte,0.0119643105117454,Primeiro
5180,26.380944824218773,0.4702284445340235,7.793519077631227,1.0,forte,0.0119260360147459,Primeiro
5181,26.64132080078128,0.4685793223614151,7.438236919043404,8.0,forte,0.011199903172176,Oitavo
5182,26.27047119140628,0.4703129677511926,7.907088142666096,8.0,forte,0.0123941331543121,Oitavo
5183,25.9929138183594,0.4722136992796387,7.4785231608041265,8.0,forte,0.0139399157720807,Oitavo
5374,22.652368164062523,0.526197801394506,6.5701540290441205,5.0,forte,0.0102155677812535,Quinto
5424,29.810571289062523,0.4117535434069266,2.8300025673816687,6.0,forte,0.011856040055254,Sexto
5642,20.68551025390628,0.5308802145706325,7.329358920964773,5.0,muito_forte,0.0157445376866852,Quinto
5643,21.332055664062523,0.5283217048642151,6.50863973582264,5.0,forte,0.0141506296055023,Quinto
5661,22.484033203125023,0.5189255569036607,7.365463964211518,5.0,forte,0.0113620213341569,Quinto
5662,21.819726562500023,0.523478599520911,6.8170130119713885,5.0,forte,0.0117042047491238,Quinto
5663,21.155297851562523,0.5279464077360082,6.797289248207809,5.0,forte,0.0124565929036922,Quinto
5665,24.831811523437523,0.4742949919560362,3.74881424112315,3.0,extremo,0.0243784132437341,Terceiro
5666,22.488427734375023,0.4960365412389648,2.1853263553564752,2.0,muito_forte,0.0164426389876556,Segundo
5684,22.223229980468773,0.4898303586120759,2.6590025358178293,1.0,forte,0.0137827988542194,Primeiro
5685,23.475671386718773,0.482625507405451,1.1379070077212696,3.0,forte,0.0110362475139262,Terceiro
5686,23.3327575683594,0.4841655385595235,1.2156520426569328,3.0,forte,0.0129390831338281,Terceiro
5687,23.078942871093773,0.4875552088144955,1.6592093216938384,3.0,muito_forte,0.0167475183348237,Terceiro
5707,20.918054199218773,0.4950171512242885,3.348467416958971,2.0,extremo,0.0305828663789383,Segundo
5708,18.579675292968773,0.5122977063879686,5.045166412069221,1.0,muito_forte,0.0161142443846883,Primeiro
5709,17.256921386718773,0.5189586691121341,5.07163740115405,1.0,forte,0.0132794696851274,Primeiro
5930,20.584008789062523,0.5259964625828528,2.7536899579717677,1.0,extremo,0.0290888129535118,Primeiro
5931,20.524011230468773,0.5292020326794786,2.5943427420907983,1.0,forte,0.0133809489218487,Primeiro
5950,21.480004882812523,0.5209356548773784,2.8777429016251723,7.0,forte,0.0107892722243749,Sétimo
5951,21.2419372558594,0.5223041814474924,2.12634928291324,8.0,extremo,0.0211822169379862,Oitavo
6158,27.29317626953128,0.5151616754697088,7.056085589977896,4.0,forte,0.0113871259149931,Quarto
6328,29.371484375000023,0.5029746866169351,2.0485998023646173,4.0,forte,0.010259148651812,Quarto
6506,22.457666015625023,0.5163788460562734,2.460855864465085,8.0,extremo,0.0233395731862538,Oitavo
6527,23.00191650390628,0.5124174146774584,1.8840000315068444,7.0,forte,0.0138163509555396,Sétimo
6877,32.11062011718752,0.4731050750690567,7.854572417855949,3.0,extremo,0.0234460585111185,Terceiro
6878,29.443872070312523,0.4987717737141915,10.227907844815741,3.0,forte,0.0133294310345307,Terceiro
6962,19.288476562500023,0.5081092899286901,2.0457170255162156,1.0,extremo,0.0233936912096942,Primeiro
6963,18.958764648437523,0.5113669452692751,1.7964999302752382,8.0,muito_forte,0.0187832202526741,Oitavo
6979,21.282556152343773,0.501456762368064,4.239826444334326,2.0,forte,0.0112793387670388,Segundo
6980,20.777856445312523,0.5041554988375269,4.104902787225074,2.0,muito_forte,0.01579782581051,Segundo
6981,20.7602478027344,0.500139144621653,3.2432602440132707,3.0,extremo,0.0374819887824702,Terceiro
6982,20.458093261718773,0.5011511665262915,1.400472253591085,2.0,extremo,0.0233771162141652,Segundo
6983,19.953027343750023,0.5039823426966504,1.5250058416592778,1.0,muito_forte,0.01936534713529,Primeiro
7066,29.819909667968773,0.4957980228098844,12.738386786435168,8.0,forte,0.0102768987468586,Oitavo
7225,25.848962402343773,0.4551507355247312,3.0416300436820114,2.0,extremo,0.0274045388773834,Segundo
7321,28.627526855468773,0.4929589428980221,2.2696012731130257,2.0,forte,0.0145564490947774,Segundo
7633,24.10689697265628,0.5002940328104366,3.3284487135368486,2.0,muito_forte,0.016085385459722,Segundo
7653,20.45870361328128,0.527090610594463,3.2774024951862235,8.0,forte,0.0128573158527758,Oitavo
7654,20.166131591796898,0.5288284781568506,3.334673357051616,8.0,forte,0.0107113906411812,Oitavo
7826,15.363732910156273,0.5274708669727927,5.127632451753792,1.0,forte,0.0125324224657297,Primeiro
7846,18.009545898437523,0.5072828480972867,2.525056453934481,8.0,muito_forte,0.017505773391218,Oitavo
7847,16.291040039062523,0.5202727706526307,4.491556683819132,1.0,extremo,0.0200566904616413,Primeiro
7930,30.746423339843773,0.4818154941587157,17.959133866000645,1.0,forte,0.0121768331446271,Primeiro
8014,24.198510742187523,0.5245850084624067,3.5060411989671794,8.0,muito_forte,0.0165752873032247,Oitavo
8038,17.500634765625023,0.5298157397849355,8.266204096173915,5.0,forte,0.0101378173797272,Quinto
8039,17.172601318359398,0.5312826287791136,7.879416451178506,4.0,forte,0.0103561943380107,Quarto
8132,19.646264648437523,0.4907880595972863,5.111556792906533,2.0,muito_forte,0.0160174812297178,Segundo
8354,20.8527770996094,0.5201154963961134,8.260539389417625,5.0,forte,0.0116459333058195,Quinto
8355,21.171197509765648,0.5198028032751751,7.334715829638466,5.0,forte,0.0100108966931316,Quinto
8372,22.243920898437523,0.5110618551405643,8.024595832917736,5.0,forte,0.0110473088426543,Quinto
8373,21.970574951171898,0.5135340226400266,8.257805589629704,5.0,forte,0.0110150278323231,Quinto
8374,21.64571533203128,0.5151165908312693,8.258180682016622,5.0,forte,0.0112115836974891,Quinto
8375,21.27608642578128,0.5172068131132506,8.234765142876702,5.0,forte,0.0112276037330293,Quinto
8421,20.443200683593773,0.4770693404830999,5.023712225505417,2.0,muito_forte,0.0164213336956889,Segundo
8422,21.631372070312523,0.4666280554805092,3.4512149749486825,2.0,extremo,0.0371195669634806,Segundo
8423,21.742700195312523,0.4650806496869979,1.9230457774024916,1.0,muito_forte,0.0159918053881249,Primeiro
8426,24.0202575683594,0.4707834587711608,5.623019960775621,5.0,forte,0.0101732274715245,Quinto
8444,24.687554931640648,0.4621366556597767,7.681934070394379,4.0,forte,0.0100942144154557,Quarto
8445,24.828393554687523,0.4595731388393115,7.507181349683513,4.0,forte,0.0104761564791086,Quarto
8446,24.7746520996094,0.4599358559875259,6.98786698004231,4.0,forte,0.0117199962808534,Quarto
8447,24.428369140625023,0.4623391112974243,6.864102741839236,4.0,forte,0.0125790779335246,Quarto
8587,24.913964843750023,0.5312363553363117,7.093887099589758,1.0,forte,0.0111218958953895,Primeiro
8588,24.577416992187523,0.534611747002584,6.545237665779232,8.0,forte,0.0118318719412715,Oitavo
8589,24.419458007812523,0.5357931325704246,6.163184750643832,1.0,forte,0.0106890357457406,Primeiro
8590,24.152734375000023,0.5373317540002387,5.921536919409567,1.0,forte,0.0100400069064539,Primeiro
8643,20.18966064453128,0.5272121144251737,6.482151097052606,5.0,forte,0.0126041974543713,Quinto
8657,23.4863220214844,0.5059609146455907,7.456025172373181,5.0,forte,0.0103453314678007,Quinto
8658,22.901879882812523,0.5097939579928418,7.545041215266294,5.0,forte,0.0115383432601937,Quinto
8659,22.457910156250023,0.5124136398392956,7.66831892493944,5.0,forte,0.012257570924317,Quinto
8660,21.957940673828148,0.5151561998461273,7.5592230942895275,5.0,forte,0.0138073659737983,Quinto
8661,21.334039306640648,0.5193590963533066,6.417977139571378,5.0,forte,0.0132800771383059,Quinto
8782,24.872399902343773,0.5369289216396975,7.631006680200133,6.0,forte,0.0102174468090751,Sexto
8844,26.196588134765648,0.5311741108582853,3.3431969448248027,7.0,forte,0.0127159293388328,Sétimo
8952,25.523461914062523,0.464836408293757,3.605492046783086,5.0,forte,0.0149938583388122,Quinto
8953,25.124658203125023,0.4641686653326062,2.897527481931092,4.0,extremo,0.0303399314035304,Quarto
8964,24.883386230468773,0.4641825489519655,2.3455219091601216,3.0,extremo,0.0364867264218817,Terceiro
8969,23.210534667968773,0.478032373045019,3.8047368480764114,2.0,forte,0.0119593827367499,Segundo
9180,22.652673339843773,0.5090887396270707,3.890929677535045,5.0,extremo,0.0226467661009005,Quinto
9185,22.53560791015628,0.5086724049834432,3.659322411691111,5.0,extremo,0.0240269622450749,Quinto
9186,22.21920166015628,0.5108508360587545,3.6593248545741757,5.0,extremo,0.0284889454163226,Quinto
9187,21.319604492187523,0.5183443513090172,4.097854433717318,5.0,extremo,0.0203571577225131,Quinto
9188,20.74068603515628,0.5244973646974784,4.528261393105545,5.0,forte,0.0103871418093173,Quinto
9189,20.486230468750023,0.5228408406075576,3.4124550178302346,5.0,extremo,0.0286884364418528,Quinto
9190,20.721765136718773,0.5208700671827903,2.336504998062984,5.0,extremo,0.0265980632898416,Quinto
9191,20.44869384765628,0.5228066451346449,1.7438094600214482,6.0,muito_forte,0.0153444180596708,Sexto
9241,26.189996337890648,0.4596655055287403,2.4826464414402847,5.0,extremo,0.0245280933476037,Quinto
9252,26.36251220703128,0.4558802686769112,0.913536718576321,4.0,extremo,0.0209504803918265,Quarto
9257,25.77242431640628,0.460037831551362,2.0425061161710922,1.0,forte,0.010999840771959,Primeiro
9265,26.247003173828148,0.4550233764729265,3.4273552429627374,5.0,extremo,0.0203647900748578,Quinto
9276,26.35250244140628,0.4519079209560579,0.8995680087049808,4.0,extremo,0.0257702012937492,Quarto
9281,25.62667236328128,0.456935429977117,1.508176179124968,3.0,muito_forte,0.0151750121374572,Terceiro
9282,24.913415527343773,0.4619728893785271,0.14555086420646052,4.0,forte,0.0138388418728643,Quarto
9283,24.13326416015628,0.4675773596880999,2.6579001940156397,6.0,extremo,0.0337752513868451,Sexto
9284,22.465478515625023,0.4805936536276739,3.944476452997621,7.0,extremo,0.0280548330469248,Sétimo
9285,22.61593017578128,0.4800503780393577,2.429698470426674,6.0,extremo,0.0355111747370718,Sexto
9338,24.863641357421898,0.4941644176325863,2.1514787889071676,6.0,forte,0.0146534327420144,Sexto
9356,25.46309814453128,0.4911821749646883,3.835244676134332,5.0,forte,0.0124854930479152,Quinto
9383,23.482080078125023,0.5241968888436647,2.979642203061974,6.0,muito_forte,0.0165155434357607,Sexto
9457,24.484216308593773,0.5051570049841092,3.319101246346494,4.0,extremo,0.0293704064305407,Quarto
9459,22.111108398437523,0.5203883774598178,0.5810153931866945,2.0,forte,0.0118302327092607,Segundo
9468,24.845483398437523,0.4993921402997526,2.0095955047170517,4.0,extremo,0.0241394196376664,Quarto
9473,24.5214782714844,0.5009096081179274,2.484601253128116,4.0,extremo,0.0286798240931941,Quarto
9474,24.100732421875023,0.5037684228970998,2.679208042419046,3.0,muito_forte,0.0191362956934107,Terceiro
9475,22.856225585937523,0.5130289093768953,3.596060962178441,3.0,forte,0.0148578479765835,Terceiro
9476,21.589379882812523,0.5224385596356268,4.3021680104356,3.0,forte,0.0144939328530314,Terceiro
9477,22.310327148437523,0.5148168529812852,2.927273443791139,3.0,muito_forte,0.0190895404731881,Terceiro
9478,21.882470703125023,0.5174121933386686,2.948852652121704,2.0,forte,0.0110614457558463,Segundo
9516,23.49801025390628,0.5004903269132368,3.8666444045212023,4.0,forte,0.0124487277297975,Quarto
9521,23.792810058593773,0.4956817386186462,1.9531759677210705,5.0,muito_forte,0.0198704259450768,Quinto
9522,23.12008056640628,0.5006426146613033,1.9840796058275014,6.0,forte,0.0133655368303009,Sexto
9770,12.139886474609398,0.5150728291979819,2.6765475377726857,5.0,extremo,0.0379898078504988,Quinto
9771,12.425866699218773,0.5185653032240157,2.332340353196104,5.0,muito_forte,0.0179919060010107,Quinto
9787,12.657891845703148,0.5140043233437966,5.445882185429568,5.0,forte,0.0114596883746044,Quinto
9788,12.734399414062525,0.5133465262534275,4.656279152468493,5.0,extremo,0.0304354657912273,Quinto
9789,12.622033691406273,0.5097922732060735,3.8867073293786496,4.0,extremo,0.044247846848799,Quarto
9790,12.264916992187525,0.5128430220866124,3.616388713583392,4.0,extremo,0.0398461357883936,Quarto
9791,12.311059570312525,0.513063898844248,2.9145532257803497,4.0,extremo,0.0420223632741954,Quarto
9845,28.99752197265628,0.4261379604770657,2.898827818949916,7.0,forte,0.0111934315662934,Sétimo
9846,30.020104980468773,0.4255126962748807,17.404338452083163,5.0,forte,0.0115858059699693,Quinto
9869,33.32070312500002,0.3869455798331589,11.019934260951048,1.0,forte,0.0114273863803079,Primeiro
9903,26.605279541015648,0.5210883491833945,4.848359898876037,5.0,muito_forte,0.0157381174769789,Quinto
9949,29.607751464843773,0.4959382578806496,6.777843546712667,6.0,forte,0.0104482853297614,Sexto
10057,18.029809570312523,0.4815796524100124,3.4904007707934084,5.0,extremo,0.0345812172987194,Quinto
10238,28.41329345703128,0.4948656873499839,8.726537082268758,6.0,forte,0.0149771765548464,Sexto
10280,28.433984375000023,0.5086922083788865,6.816582601449333,8.0,forte,0.0103042450429406,Oitavo
10281,28.69381103515628,0.5066678079281529,8.579154917718729,8.0,forte,0.0103826819108588,Oitavo
10282,29.066003417968773,0.505031363324878,9.667987824547168,8.0,forte,0.0126146704668651,Oitavo
10337,22.603173828125023,0.4981397469028474,4.965609940824276,4.0,muito_forte,0.017137506412898,Quarto
10338,23.720483398437523,0.4839637126243165,3.0559291412094574,4.0,extremo,0.0326130646216203,Quarto
10383,30.123437500000023,0.4356285362599128,2.4400215750595646,2.0,muito_forte,0.0153218677515226,Segundo
10474,30.96920166015628,0.4877911940856077,8.738508308207866,8.0,forte,0.010684124056064,Oitavo
10490,28.99556884765628,0.4744071146610811,1.4807082877972066,8.0,muito_forte,0.0164371395928152,Oitavo
10507,30.085015869140648,0.4636677930037917,1.0665712215863068,5.0,forte,0.0104119365634982,Quinto
10509,29.294824218750023,0.4721932085196834,2.5095100859416473,5.0,muito_forte,0.0168286388344282,Quinto
10510,28.906823730468773,0.4761996735549753,2.581712076338618,5.0,muito_forte,0.016315974621649,Quinto
10511,29.009881591796898,0.4743170573668976,1.7841216844610794,4.0,muito_forte,0.0194959645086557,Quarto
10609,24.2175231933594,0.5053411573713985,4.854282595795414,4.0,forte,0.0111843719645124,Quarto
10610,22.086846923828148,0.5146101336553343,1.2487403843765625,5.0,muito_forte,0.0169721211703793,Quinto
10611,22.204156494140648,0.5241555975289497,0.7209084198092033,6.0,forte,0.0121360276249245,Sexto
10620,24.731866455078148,0.4946312970803324,3.6530765351163543,5.0,extremo,0.0325746121850395,Quinto
10625,24.70626220703128,0.4928122293253609,3.138506928307158,5.0,extremo,0.0325598227431352,Quinto
10626,23.867364501953148,0.4994680388561058,3.421413119429149,5.0,extremo,0.0327920918256339,Quinto
10627,23.668023681640648,0.5004594537890252,2.757823090904421,5.0,extremo,0.0328794236856012,Quinto
10628,23.36885986328128,0.5024695141647856,1.9188279540305448,5.0,extremo,0.0258021722971245,Quinto
10629,22.818627929687523,0.5093965309494184,2.461732803717436,4.0,extremo,0.0287556789058727,Quarto
10630,22.518243408203148,0.5115187905416289,1.824090817803348,4.0,extremo,0.0201553854641231,Quarto
10631,22.285424804687523,0.5131674607430932,1.4344462804356954,5.0,muito_forte,0.0165769841049173,Quinto
10634,23.784997558593773,0.5075719205496301,0.7967635253690932,7.0,extremo,0.0237444165053965,Sétimo
10706,15.567773437500025,0.5095288015947677,2.641440899375431,6.0,extremo,0.0213916808994598,Sexto
10726,15.463220214843773,0.5107215657417666,4.07655322080962,5.0,forte,0.0101505844390462,Quinto
10727,15.538232421875025,0.5097635963910118,3.385717136789914,5.0,extremo,0.0226950189777022,Quinto
10886,32.40020141601565,0.4749488821195725,2.24666498358139,4.0,forte,0.010608315742692,Quarto
10891,25.601892089843773,0.5330639164355138,2.602383743425612,5.0,forte,0.0105010748086336,Quinto
10892,25.580255126953148,0.533296885142611,1.7299231711774146,5.0,forte,0.0107207089073549,Quinto
10897,26.77681884765628,0.4989554575560898,3.14585480097552,4.0,muito_forte,0.0191148525680724,Quarto
10939,24.370202636718773,0.5189428051492069,2.9400638103235464,4.0,muito_forte,0.0182331686364492,Quarto
10959,29.671716308593773,0.4437532328757258,1.1922400182377941,1.0,forte,0.0119487345534844,Primeiro
10960,28.15133056640628,0.4550708420260327,2.838038721814779,1.0,forte,0.0136905910282427,Primeiro
10993,23.834558105468773,0.4609086558150705,3.8250678324645166,4.0,muito_forte,0.0199505498512805,Quarto
11004,23.898706054687523,0.4583018711988138,3.206569654441684,4.0,extremo,0.0364570412039102,Quarto
11009,23.167016601562523,0.463249285141416,3.7473525633251215,3.0,extremo,0.0358121302210037,Terceiro
11010,21.325463867187523,0.476771558751373,4.653912829131426,3.0,forte,0.0114258650254587,Terceiro
11018,25.744989013671898,0.4677684324063699,2.8110970771079926,6.0,extremo,0.0223641658861542,Sexto
11037,26.705957031250023,0.4602862649100961,2.785044718017052,4.0,extremo,0.0292573245523109,Quarto
11038,26.596520996093773,0.4602923104401258,1.7034349289845931,5.0,extremo,0.0289872219002847,Quinto
11039,26.281365966796898,0.462394531127053,1.831119893747269,6.0,extremo,0.0254407494741136,Sexto
11247,29.488549804687523,0.4479408405259159,3.629763746964344,1.0,forte,0.0110871976605367,Primeiro
